beta0,gammaR,omega1,rel_2inf,gamma_mod,mu,beta1,ST_S,ST_I1,ST_R1,ST_R2,ST_I2,mapi,steady
202.8777777777778,40.55555555555556,1.61,0.96,1,0.02,0,0.0033430043291109686,4.912598149426586e-4,0.7612115122540771,0.2048510371571761,0.0301031864446938,0.1677108746354938,TRUE
202.8777777777778,40.55555555555556,1.62,0.96,1,0.02,0,0.0033234892440771827,4.912694340765258e-4,0.7610303298546077,0.20487136537075296,0.030283546096482438,0.16672858285566053,TRUE
202.8777777777778,40.55555555555556,1.6300000000000001,0.96,1,0.02,0,0.003304209766733568,4.912789370775728e-4,0.7608492427454773,0.20489144815965254,0.03046382039106031,0.16575818816091567,TRUE
202.8777777777778,40.55555555555556,1.6400000000000001,0.96,1,0.02,0,0.003285161655896053,4.912883260363074e-4,0.7606682506891872,0.20491128994177496,0.030644009387104695,0.1647994757133278,TRUE
202.8777777777778,40.55555555555556,1.6500000000000001,0.96,1,0.02,0,0.0032663407715679666,4.912976029933657e-4,0.7604873534525353,0.2049308950296167,0.03082411314328497,0.1638522358167596,TRUE
202.8777777777778,40.55555555555556,1.6600000000000001,0.96,1,0.02,0,0.003247743071940252,4.913067699409905e-4,0.7603065508064621,0.20495026763339558,0.031004131718260972,0.16291626376395826,TRUE
202.8777777777778,40.55555555555556,1.67,0.96,1,0.02,0,0.00322936461049774,4.913158288244435e-4,0.7601258425259317,0.2049694118640649,0.031184065170680814,0.16199135968907336,TRUE
202.8777777777778,40.55555555555556,1.68,0.96,1,0.02,0,0.00321120153322715,4.913247815433998e-4,0.7599452283898261,0.20498833173622172,0.03136391355918078,0.16107732842536546,TRUE
202.8777777777778,40.55555555555556,1.69,0.96,1,0.02,0,0.003193250075922713,4.913336299532653e-4,0.7597647081808252,0.2050070311709139,0.0315436769423834,0.16017397936791347,TRUE
202.8777777777778,40.55555555555556,1.7,0.96,1,0.02,0,0.003175506561585391,4.913423758664626e-4,0.7595842816853031,0.2050255139983485,0.03172335537889657,0.15928112634110228,TRUE
202.8777777777778,40.55555555555556,1.71,0.96,1,0.02,0,0.003157967397912002,4.913510210536611e-4,0.759403948693216,0.20504378396050832,0.031902948927311714,0.15839858747070779,TRUE
202.8777777777778,40.55555555555556,1.72,0.96,1,0.02,0,0.003140629074870552,4.91359567244984e-4,0.7592237089980051,0.20506184471367653,0.03208245764620364,0.15752618506038168,TRUE
202.8777777777778,40.55555555555556,1.73,0.96,1,0.02,0,0.00312348816235842,4.913680161311553e-4,0.759043562396503,0.20507969983087668,0.03226188159412893,0.1566637454723748,TRUE
202.8777777777778,40.55555555555556,1.74,0.96,1,0.02,0,0.003106541307940066,4.913763693646162e-4,0.7588635086888411,0.20509735280422917,0.03244122082962505,0.1558110990123208,TRUE
202.8777777777778,40.55555555555556,1.75,0.96,1,0.02,0,0.0030897852346611697,4.913846285606009e-4,0.7586835476783382,0.20511480704722793,0.032620475411209035,0.15496807981792435,TRUE
202.8777777777778,40.55555555555556,1.76,0.96,1,0.02,0,0.003073216738936138,4.91392795298185e-4,0.7585036791714461,0.20513206589694158,0.03279964539737731,0.15413452575139433,TRUE
202.8777777777778,40.55555555555556,1.77,0.96,1,0.02,0,0.0030568326885062015,4.914008711212785e-4,0.7583239029776265,0.20514913261613943,0.03297873084660358,0.153310278295488,TRUE
202.8777777777778,40.55555555555556,1.78,0.96,1,0.02,0,0.0030406300204652917,4.914088575396137e-4,0.7581442189093075,0.20516601039534862,0.033157731817339206,0.15249518245300764,TRUE
202.8777777777778,40.55555555555556,1.79,0.96,1,0.02,0,0.0030246057393511793,4.914167560296752e-4,0.7579646267817645,0.20518270235484248,0.0333366483680113,0.1516890866496364,TRUE
