R0,beta1,gamma,omega,rho,disease,CFR_lo_time,cumcases_hi_time,cumdeaths_1yr
1.875,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,Inf,3730667.56304819
2.08125,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,Inf,3666663.160051384
2.2875,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,Inf,3683770.069434279
2.4937500000000004,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,0.4712328767123288,3828092.1230058605
2.7,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,0.3424657534246575,4016214.690969515
2.90625,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,0.2821917808219178,4185330.5241729137
3.1125,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,0.24383561643835616,4319927.825797148
3.3187500000000005,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,0.2136986301369863,4422822.336987609
3.5250000000000004,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,0.1917808219178082,4500612.112171988
3.73125,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,0.17534246575342466,4559404.9676766945
3.9375,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,0.1589041095890411,4604066.584621881
4.143750000000001,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,0.14794520547945206,4638051.1916397475
4.3500000000000005,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,0.136986301369863,4664337.695213501
4.55625,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,0.12876712328767123,4684485.236265418
4.7625,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,0.12054794520547946,4700211.555342627
4.96875,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,0.11506849315068493,4712390.558806544
5.175,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,0.10684931506849316,4721954.709897807
5.3812500000000005,0.2,40.55555555555556,0.2583333333333333,0.05,covid,Inf,0.10136986301369863,4729493.877998346
5.5875,0.2,40.55555555555556,0.2583333333333333,0.05,covid,10.389041095890411,0.09863013698630137,4735427.838874186
